"Specimen.ID","Year","Serotype","Region.Name","Equiv","Rslt","Concl","ConclPred"
"AM48746",2011,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM43927",2010,"I 4,[5],12:i:-","Region 7","=",0.5,"S",""
"AM38415",2009,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM38127",2008,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM28011",2006,"I 4,[5],12:i:-","Region 6","=",1,"S",""
"AM45866",2010,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM34483",2008,"I 4,[5],12:i:-","Region 1",">",8,"R",""
"AM18030",2003,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM23410",2005,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM17561",2003,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM28189",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM25533",2005,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM31113",2007,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM06766",1999,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM48740",2011,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM50942",2012,"I 4,[5],12:i:-","Region 8","=",1,"S",""
"AM25120",2005,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM51876",2012,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM09983",2001,"I 4,[5],12:i:-","Region 1","<=",0.5,"S",""
"AM51051",2012,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM16514",2003,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM21586",2004,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM19387",2004,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM42573",2010,"I 4,[5],12:i:-","Region 6",">",8,"R",""
"AM25226",2005,"I 4,[5],12:i:-","Region 3",">",8,"R",""
"AM25516",2006,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM22571",2005,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM51036",2012,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM35838",2008,"I 4,[5],12:i:-","Region 5",">",8,"R",""
"AM43030",2010,"I 4,[5],12:i:-","Region 5",">",8,"R",""
"AM23561",2005,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM39219",2009,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM15260",2003,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM46137",2011,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM33153",2007,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM33511",2007,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM40464",2009,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM27441",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM48257",2011,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM25847",2006,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM15955",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM30682",2007,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM23058",2005,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM32575",2007,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM32996",2007,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM16252",2003,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM36032",2008,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM48753",2011,"I 4,[5],12:i:-","Region 1",">",8,"R",""
"AM11417",2001,"I 4,[5],12:i:-","Region 1","<=",0.5,"S",""
"AM01008",1996,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM35561",2008,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM37995",2008,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM26158",2006,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM21175",2004,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM45190",2010,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM47912",2011,"I 4,[5],12:i:-","Region 2","=",1,"S",""
"AM21230",2004,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM18721",2003,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM26228",2006,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM27462",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM50033",2011,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM26226",2006,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM50520",2012,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM46834",2011,"I 4,[5],12:i:-","Region 8","=",1,"S",""
"AM46631",2011,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM32297",2007,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM32525",2007,"I 4,[5],12:i:-","Region 2","=",1,"S",""
"AM41267",2009,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM51115",2012,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM14357",2002,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM48482",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM24574",2005,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM36575",2008,"I 4,[5],12:i:-","Region 6","=",1,"S",""
"AM24315",2005,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM27452",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM32667",2007,"I 4,[5],12:i:-","Region 1",">",8,"R",""
"AM34704",2008,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM41417",2009,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM15961",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM27453",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM49478",2011,"I 4,[5],12:i:-","Region 7","=",0.5,"S",""
"AM51373",2012,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM29406",2006,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM42883",2010,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM38606",2008,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM08336",2000,"I 4,[5],12:i:-","Region 4","<=",0.5,"S",""
"AM43125",2010,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM28484",2006,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM44458",2010,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM40783",2009,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM31125",2007,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM24624",2004,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM36713",2008,"I 4,[5],12:i:-","Region 5",">",8,"R",""
"AM46873",2010,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM23213",2005,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM44891",2010,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM46989",2011,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM32216",2007,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM37404",2009,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM24565",2005,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM31100",2007,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM33500",2007,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM06229",1999,"I 4,[5],12:i:-","Region 10","<=",0.5,"S",""
"AM46366",2011,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM14717",2002,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM25900",2006,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM08337",2000,"I 4,[5],12:i:-","Region 4","<=",0.5,"S",""
"AM38033",2009,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM26272",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM23477",2005,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM37518",2008,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM49437",2011,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM48534",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM11969",2002,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM20563",2004,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM21099",2004,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM27456",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM31579",2007,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM37313",2008,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM43887",2010,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM17185",2003,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM21226",2004,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM40206",2009,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM48253",2011,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM35931",2008,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM37496",2008,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM32720",2007,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM45570",2010,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM40747",2009,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM44747",2010,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM21973",2004,"I 4,[5],12:i:-","Region 4",">",8,"R",""
"AM45577",2010,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM50685",2012,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM07633",2000,"I 4,[5],12:i:-","Region 4","<=",0.5,"S",""
"AM27314",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM17844",2003,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM32533",2007,"I 4,[5],12:i:-","Region 2","=",1,"S",""
"AM01952",1997,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM19053",2003,"I 4,[5],12:i:-","Region 3",">",8,"R",""
"AM38876",2008,"I 4,[5],12:i:-","Region 6","=",1,"S",""
"AM37123",2008,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM51503",2012,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM34727",2008,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM36781",2008,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM31858",2007,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM42984",2010,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM49367",2011,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM29049",2006,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM13522",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM27455",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM23603",2005,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM42492",2010,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM29590",2006,"I 4,[5],12:i:-","Region 8","=",1,"S",""
"AM29258",2006,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM38523",2009,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM29433",2006,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM25112",2005,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM28268",2006,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM49312",2011,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM14720",2002,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM27366",2006,"I 4,[5],12:i:-","Region 2",">",8,"R",""
"AM32218",2007,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM26160",2006,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM43425",2010,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM39549",2009,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM36725",2008,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM36196",2008,"I 4,[5],12:i:-","Region 5","=",0.25,"S",""
"AM13526",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM34722",2008,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM45892",2010,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM26349",2006,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM42542",2010,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM29709",2006,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM31170",2007,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM28046",2006,"I 4,[5],12:i:-","Region 7","=",0.5,"S",""
"AM30559",2007,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM22573",2005,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM47861",2011,"I 4,[5],12:i:-","Region 3","=",0.25,"S",""
"AM08339",2000,"I 4,[5],12:i:-","Region 4","<=",0.5,"S",""
"AM38282",2009,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM29547",2006,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM34163",2008,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM45143",2010,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM48256",2011,"I 4,[5],12:i:-","Region 5",">",8,"R",""
"AM48965",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM05048",1998,"I 4,[5],12:i:-","Region 4","<=",0.5,"S",""
"AM49789",2011,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM27463",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM31481",2007,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM29261",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM15754",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM29679",2006,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM36539",2008,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM27438",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM33815",2007,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM31974",2007,"I 4,[5],12:i:-","Region 5",">",8,"R",""
"AM36721",2008,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM35718",2008,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM35996",2008,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM37102",2008,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM09072",2000,"I 4,[5],12:i:-","Region 4","<=",0.5,"S",""
"AM26421",2006,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM25183",2005,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM27454",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM50315",2011,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM27461",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM20419",2004,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM34205",2008,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM42193",2009,"I 4,[5],12:i:-","Region 8","=",0.5,"S",""
"AM37132",2008,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM19420",2004,"I 4,[5],12:i:-","Region 4","<=",0.12,"S",""
"AM30920",2007,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM45963",2010,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM50040",2011,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM45531",2010,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM10086",2001,"I 4,[5],12:i:-","Region 3","<=",0.5,"S",""
"AM31539",2007,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM15741",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM19155",2003,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM24744",2005,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM14358",2002,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM49466",2011,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM32705",2007,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM26909",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM40423",2009,"I 4,[5],12:i:-","Region 2","=",1,"S",""
"AM13521",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM30163",2006,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM48116",2011,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM12709",2002,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM33491",2007,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM39585",2009,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM42594",2010,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM34150",2008,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM43893",2010,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM22092",2004,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM28964",2006,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM17100",2003,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM42784",2010,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM26960",2006,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM48151",2011,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM23284",2005,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM37954",2008,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM19054",2003,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM27177",2006,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM35142",2008,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM36852",2008,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM22139",2004,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM49274",2011,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM50036",2011,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM17382",2003,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM49296",2011,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM25640",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM31617",2007,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM16502",2003,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM11021",2001,"I 4,[5],12:i:-","Region 1","<=",0.5,"S",""
"AM35578",2008,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM45157",2010,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM36932",2008,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM47869",2011,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM49644",2011,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM27313",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM39663",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM40230",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM40691",2009,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM08276",2000,"I 4,[5],12:i:-","Region 4","<=",0.5,"S",""
"AM45558",2010,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM51752",2012,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM51136",2012,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM28075",2006,"I 4,[5],12:i:-","Region 8","=",1,"S",""
"AM41862",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM26086",2006,"I 4,[5],12:i:-","Region 4",">",8,"R",""
"AM42567",2010,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM36381",2008,"I 4,[5],12:i:-","Region 10","=",1,"S",""
"AM47921",2011,"I 4,[5],12:i:-","Region 2","=",1,"S",""
"AM30365",2006,"I 4,[5],12:i:-","Region 2","=",1,"S",""
"AM46803",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM47967",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM33940",2007,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM08200",2000,"I 4,[5],12:i:-","Region 4","<=",0.5,"S",""
"AM45532",2010,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM40109",2009,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM43422",2010,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM35746",2008,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM48531",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM41548",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM28269",2006,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM34570",2007,"I 4,[5],12:i:-","Region 4","=",2,"S",""
"AM41347",2009,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM39383",2009,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM15957",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM17316",2003,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM44785",2010,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM26227",2006,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM45530",2010,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM17747",2003,"I 4,[5],12:i:-","Region 10","=",0.5,"S",""
"AM48084",2011,"I 4,[5],12:i:-","Region 6","=",1,"S",""
"AM35868",2008,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM35090",2007,"I 4,[5],12:i:-","Region 8","=",0.5,"S",""
"AM07912",1999,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM41325",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM23048",2005,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM34349",2007,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM13327",2002,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM41319",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM43513",2010,"I 4,[5],12:i:-","Region 8","=",1,"S",""
"AM34938",2008,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM34719",2008,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM36233",2008,"I 4,[5],12:i:-","Region 10","=",1,"S",""
"AM34260",2007,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM27450",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM33556",2007,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM46888",2011,"I 4,[5],12:i:-","Region 6","=",1,"S",""
"AM43393",2010,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM48038",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM14672",2002,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM42533",2010,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM46626",2011,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM11050",2001,"I 4,[5],12:i:-","Region 1","<=",0.5,"S",""
"AM16531",2003,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM31212",2007,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM17247",2003,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM33235",2007,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM50223",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM34721",2008,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM51008",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM29253",2006,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM36078",2008,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM27451",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM46232",2010,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM14698",2002,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM25238",2005,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM41284",2009,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM44887",2010,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM13335",2002,"I 4,[5],12:i:-","Region 1","=",0.5,"S",""
"AM36243",2008,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM50506",2012,"I 4,[5],12:i:-","Region 7","=",1,"S",""
"AM26773",2006,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM27842",2006,"I 4,[5],12:i:-","Region 2","=",0.5,"S",""
"AM27448",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM40017",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM23990",2005,"I 4,[5],12:i:-","Region 2","=",1,"S",""
"AM38483",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM26283",2006,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM32744",2007,"I 4,[5],12:i:-","Region 10","=",0.5,"S",""
"AM47972",2011,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM28147",2006,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM33149",2007,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM13355",2002,"I 4,[5],12:i:-","Region 1",">",8,"R",""
"AM20270",2004,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM42032",2010,"I 4,[5],12:i:-","Region 6","=",1,"S",""
"AM24200",2005,"I 4,[5],12:i:-","Region 6","=",0.5,"S",""
"AM36691",2008,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM33163",2007,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM28863",2006,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM18136",2003,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM34780",2008,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM32787",2007,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM40818",2009,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM38034",2009,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM44949",2010,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM45543",2010,"I 4,[5],12:i:-","Region 5","=",1,"S",""
"AM25021",2005,"I 4,[5],12:i:-","Region 10","=",0.5,"S",""
"AM28044",2006,"I 4,[5],12:i:-","Region 7","=",0.5,"S",""
"AM15750",2002,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM33803",2007,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM49793",2011,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
