"Specimen.ID","Year","Serotype","Region.Name","Equiv","Rslt","Concl","ConclPred"
"AM17511",2003,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM46503",2010,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM19298",2004,"I 4,[5],12:i:-","Region 5","=",0.5,"S",""
"AM40810",2009,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM16395",2002,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM26138",2005,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM34684",2007,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM48114",2011,"I 4,[5],12:i:-","Region 9","=",1,"S",""
"AM47961",2011,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM43362",2010,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM26967",2006,"I 4,[5],12:i:-","Region 3","=",0.5,"S",""
"AM44868",2010,"I 4,[5],12:i:-","Region 3","=",1,"S",""
"AM11012",2001,"I 4,[5],12:i:-","Region 1","<=",0.5,"S",""
"AM20290",2004,"I 4,[5],12:i:-","Region 9","=",0.5,"S",""
"AM37773",2008,"I 4,[5],12:i:-","Region 4","=",0.5,"S",""
"AM39133",2009,"I 4,[5],12:i:-","Region 4","=",1,"S",""
"AM49665",2011,"I 4,[5],12:i:-","Region 5","=",2,"S",""
"AM14257",2002,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM27210",2006,"I 4,[5],12:i:-","Region 1","=",1,"S",""
"AM29084",2006,"I 4,[5],12:i:-","Region 4","=",1,"S",""
