"Year","prop","meanMIC","beta0mean","beta0X25","beta0X975"
"2015",0.028169014084507,2.91304347826087,2.37685530876366,2.28644378862406,2.46363899004927
"2016",0.0875912408759124,2.92,2.37157713498705,2.27633115890219,2.44986682571819
"2017",0.0666666666666667,2.92857142857143,2.4092181891622,2.32591793568325,2.50273460450421
"2018",0.0763358778625954,2.99173553719008,2.48387361311303,2.39613407976842,2.57027042926698
"2019",0.0891089108910891,2.93478260869565,2.42009412616822,2.31504698404556,2.51161207021807
"2020",0,3,2.44856059761899,1.74465179319691,3.14542215128153
"2022",0.185185185185185,2.84848484848485,2.32120665105673,2.20892159113461,2.43310695130668
"2023",0.152542372881356,2.9,2.38148778726335,2.26668786703058,2.50840492549719
